3,52,7.7
3,53,65.7
3,54,68.7
3,55,3.2
3,56,73.9
3,57,4.3
3,58,7
3,59,7.3
3,60,9.1
3,61,NULL
3,62,NULL
3,63,98
3,64,100
3,65,88
3,66,15.3000001907
3,67,0.859
3,68,8.6
3,69,-4
3,70,8.4
3,71,3.8
3,72,0.934
3,73,5.7
3,74,0.84
3,75,15.7
3,76,0.806
3,77,4.9
3,78,1.2
3,79,31.6
4,1,4
4,2,0.926
4,3,81.1
4,4,13.2
4,5,45000
4,6,13
4,7,0
4,8,0.71
4,9,0.59
4,10,0.3
4,11,0.58
4,12,0.964
4,13,2
4,14,0.908
4,15,0.942
4,16,83.4
4,17,78.7
4,18,12.9
4,19,13.6
4,20,35878
4,21,54440
4,22,36.9
4,23,96.4
4,24,97
4,25,54.5
4,26,80.6999969482
4,27,79.3000030518
4,28,-0.2
4,29,0.1
4,30,75.3
4,31,3.4
4,32,53.2000007629
4,33,17.1
4,34,46.2
4,35,19.6
4,36,32.2
4,37,1.4
4,38,1.4
4,39,NULL
4,40,2
4,41,3
4,42,1.3
4,43,3.1
4,44,3.7
4,45,NULL
4,46,NULL
4,47,NULL
4,48,0.4
4,49,NULL
4,50,23.5
4,51,38.9
4,52,8.7
4,53,57.6
4,54,60.3
4,55,1.3
4,56,70.4
4,57,4.6
4,58,7.1
4,59,6.4
4,60,6.3
4,61,NULL
4,62,NULL
4,63,98
4,64,100
4,65,87.6
4,66,9.6000003815
4,67,0.859
4,68,7.2
4,69,-1
4,70,7
4,71,3.7
4,72,0.905
4,73,2.6
4,74,0.891
4,75,14.8
4,76,0.787
4,77,4.6
4,78,1.1
4,79,30.1
5,1,5
5,2,0.925
5,3,80.4
5,4,12.7
5,5,44519
5,6,13
5,7,2
5,8,0.76
5,9,0.55
5,10,0.32
5,11,0.59
5,12,0.97
5,13,2
5,14,0.91
5,15,0.938
5,16,82.3
5,17,78.5
5,18,12.6
5,19,12.9
5,20,36857
5,21,52293
5,22,37.4
5,23,89.1
5,24,98.5
5,25,58
5,26,5.6999998093
5,27,6
5,28,0.3
5,29,0.4
5,30,87.7
5,31,0.3
5,32,3.5999999046
5,33,1.1
5,34,41.6
5,35,26.3
5,36,29.6
5,37,1.8
5,38,1.7
5,39,NULL
5,40,4
5,41,10
5,42,NULL
5,43,2.9
5,44,3.5
5,45,NULL
5,46,NULL
5,47,NULL
5,48,0.4
5,49,NULL
5,50,22.8
5,51,34.9
5,52,9.2
5,53,58.1
5,54,62
5,55,2.3
5,56,78
5,57,6.3
5,58,10.8
5,59,5.8
5,60,5.4
5,61,NULL
5,62,NULL
5,63,126
5,64,100
5,65,96.3
5,66,11
5,67,0.858
5,68,7.2
5,69,-2
5,70,7
5,71,3.8
5,72,0.894
5,73,3
5,74,0.896
5,75,14.3
5,76,0.789
5,77,4.5
5,78,1
5,79,29.1
6,1,5
6,2,0.925
6,3,83.2
6,4,11.6
6,5,78162
6,6,-3
6,7,0
6,8,1.34
6,9,1.05
6,10,0.3
6,11,1.02
6,12,0.985
6,13,1
6,14,0.913
6,15,0.927
6,16,86.2
6,17,80.1
6,18,11.1
6,19,12.1
6,20,60787
6,21,96001
6,22,23.9
6,23,75.5
6,24,81.9
6,25,58.2
6,26,5.5999999046
6,27,6.4000000954
6,28,2.7
6,29,2
6,30,100
6,31,0.3
6,32,4.0999999046
6,33,0.7
6,34,40
6,35,21.4
6,36,16.1
6,37,1.3
6,38,1.2
6,39,NULL
6,40,2
6,41,5
6,42,4.4
6,43,2.1
6,44,2.7
6,45,39
6,46,71
6,47,NULL
6,48,1
6,49,NULL
6,50,25.1
6,51,19.5
6,52,2.1
6,53,65
6,54,67.2
6,55,NULL
6,56,70.6
6,57,3.3
6,58,7.3
6,59,18.9
6,60,8.7
6,61,NULL
6,62,NULL
6,63,105
6,64,0
6,65,82.1
6,66,0.5
6,67,NULL
6,68,NULL
6,69,NULL
6,70,NULL
6,71,3
6,72,0.943
6,73,NULL
6,74,NULL
6,75,NULL
6,76,NULL
6,77,NULL
6,78,NULL
6,79,NULL
7,1,7
7,2,0.924
7,3,81.7
7,4,11.9
7,5,46326
7,6,8
7,7,-2
7,8,0.56
7,9,0.37
7,10,0.29
7,11,0.43
7,12,0.946
7,13,3
7,14,0.895
7,15,0.946
7,16,83.5
7,17,79.9
7,18,11.6
7,19,12.2
7,20,30117
7,21,62773
7,22,36.4
7,23,86.2
7,24,90.3
7,25,57.5
7,26,16.8999996185
7,27,17.6000003815
7,28,0.5
7,29,0.4
7,30,90.5
7,31,0.9
7,32,11
7,33,3.1
7,34,42.7
7,35,25.3
7,36,27.9
7,37,1.7
7,38,1.8
7,39,NULL
7,40,2
7,41,4
7,42,NULL
7,43,3.2
7,44,3.8
7,45,NULL
7,46,NULL
7,47,NULL
7,48,0.1
7,49,NULL
7,50,23.8
7,51,28.6
7,52,9.5
7,53,59.9
7,54,63.8
7,55,2
7,56,75.3
7,57,6.1
7,58,8.8
7,59,5
7,60,12.8
7,61,NULL
7,62,NULL
7,63,112
7,64,100
7,65,93.1
7,66,7
7,67,0.861
7,68,6.9
7,69,2
7,70,6.8
7,71,3.7
7,72,0.914
7,73,4.2
7,74,0.859
7,75,12.4
7,76,0.812
7,77,4.2
7,78,1
7,79,28
8,1,8
8,2,0.923
8,3,81.1
8,4,12.3
8,5,43798
8,6,11
8,7,1
8,8,1.17
8,9,0.6
8,10,0.29
8,11,0.77
8,12,0.976
8,13,1
8,14,0.909
8,15,0.931
8,16,83.1
8,17,79
8,18,12.5
8,19,11.9
8,20,33497
8,21,54135
8,22,19.9
8,23,86.8
8,24,82.2
8,25,52.4
8,26,4.6999998093
8,27,5.1999998093
8,28,1.8
8,29,0.3
8,30,63.2
8,31,0.4
8,32,3.0999999046
8,33,0.6
8,34,36.9
8,35,33.5
8,36,20.2
8,37,2
8,38,2
8,39,NULL
8,40,2
8,41,7
8,42,NULL
8,43,3
8,44,3.6
8,45,NULL
8,46,NULL
8,47,NULL
8,48,0.4
8,49,NULL
8,50,23.4
8,51,26.7
8,52,5.1
8,53,54.3
8,54,60
8,55,6.1
8,56,75.2
8,57,9.5
8,58,20.9
8,59,15.2
8,60,12.7
8,61,NULL
8,62,NULL
8,63,182
8,64,90.5
8,65,80.1
8,66,-1.5
8,67,0.85
8,68,7.9
8,69,-2
8,70,7.7
8,71,3.7
8,72,0.905
8,73,3
8,74,0.883
8,75,16.3
8,76,0.769
8,77,5.3
8,78,1.3
8,79,32.5
9,1,9
9,2,0.921
9,3,82.7
9,4,12.2
9,5,37065
9,6,20
9,7,7
9,8,0.7
9,9,0.46
9,10,0.6
9,11,0.58
9,12,0.965
9,13,2
9,14,0.905
9,15,0.938
9,16,84.2
9,17,81.2
9,18,12.2
9,19,12.6
9,20,30530
9,21,43576
9,22,41.3
9,23,100
9,24,97.2
9,25,70.7
9,26,0.3000000119
9,27,0.400000006
9,28,1.1
9,29,0.7
9,30,94.1
9,31,0
9,32,0.200000003
9,33,0
9,34,36
9,35,30.8
9,36,20.8
9,37,2
9,38,2
9,39,NULL
9,40,4
9,41,10
9,42,NULL
9,43,1.6
9,44,2
9,45,39
9,46,67
9,47,NULL
9,48,0.3
9,49,NULL
9,50,24.5
9,51,34.8
9,52,7.2
9,53,70.8
9,54,74.1
9,55,4.2
9,56,77.1
9,57,4.4
9,58,8.7
9,59,5.8
9,60,8.5
9,61,NULL
9,62,NULL
9,63,90
9,64,100
9,65,98.2
9,66,6.3000001907
9,67,0.868
9,68,5.8
9,69,6
9,70,5.7
9,71,2.9
9,72,0.937
9,73,2.5
9,74,0.884
9,75,11.7
9,76,0.789
9,77,4
9,78,1
9,79,26.9
10,1,10
10,2,0.92
10,3,82.2
10,4,13.1
10,5,42582
10,6,12
10,7,1
10,8,0.21
10,9,0.41
10,10,0.38
10,11,0.32
10,12,0.983
10,13,1
10,14,0.911
10,15,0.926
10,16,84.1
10,17,80.2
10,18,13.3
10,19,12.9
10,20,33288
10,21,52026
10,22,28.3
10,23,100
10,24,100
10,25,61
10,26,35.9000015259
10,27,40.4000015259
10,28,1
10,29,1
10,30,81.8
10,31,1.9
10,32,NULL
10,33,5.8
10,34,40.6
10,35,23.5
10,36,23.8
10,37,1.5
10,38,1.6
10,39,NULL
10,40,2
10,41,5
10,42,NULL
10,43,4.3
10,44,4.9
10,45,NULL
10,46,NULL
10,47,NULL
10,48,0.2
10,49,NULL
10,50,24.7
10,51,20.7
10,52,7.4
10,53,61
10,54,65.6
10,55,2.1
10,56,78.2
10,57,6.9
10,58,13.2
10,59,13.3
10,60,NULL
10,61,NULL
10,62,NULL
10,63,105
10,64,97.7
10,65,88.5
10,66,8.3000001907
10,67,0.839
10,68,8.9
10,69,-2
10,70,8.7
10,71,4.7
10,72,0.912
10,73,3.9
10,74,0.856
10,75,17.4
10,76,0.755
10,77,5.8
10,78,1.3
10,79,33.7
11,1,10
11,2,0.92
11,3,79.2
11,4,13.2
11,5,53245
11,6,1
11,7,-3
11,8,0.28
11,9,0.29
11,10,0.2
11,11,0.27
11,12,0.993
11,13,1
11,14,0.915
11,15,0.922
11,16,81.6
11,17,76.9
11,18,13.2
11,19,13.2
11,20,42272
11,21,64410
11,22,19.5
11,23,95.4
11,24,95.1
11,25,56
11,26,321.799987793
11,27,355.799987793
11,28,0.9
11,29,0.8
11,30,81.6
11,31,19.7
11,32,213.1999969482
11,33,47.6
11,34,38
11,35,28.6
11,36,22.3
11,37,2
11,38,1.9
11,39,NULL
11,40,2
11,41,9
11,42,2.1
11,43,5.6
11,44,6.5
11,45,78
11,46,131
11,47,NULL
11,48,0.1
11,49,NULL
11,50,23.3
11,51,24.5
11,52,8.3
11,53,58.8
11,54,62.1
11,55,1.6
11,56,81.2
11,57,5.3
11,58,11.8
11,59,16.5
11,60,NULL
11,61,NULL
11,62,NULL
11,63,NULL
11,64,92.5
11,65,74.6
11,66,28.7999992371
11,67,0.796
11,68,13.5
11,69,-10
11,70,12.9
11,71,6.1
11,72,0.856
11,73,5.6
11,74,0.85
11,75,27
11,76,0.692
11,77,9.1
11,78,2
11,79,41.1
12,1,12
12,2,0.917
12,3,84.2
12,4,11.6
12,5,54265
12,6,-2
12,7,3
12,8,0.55
12,9,0.85
12,10,0.42
12,11,0.64
12,12,0.964
12,13,2
12,14,0.903
12,15,0.937
12,16,87
12,17,81.4
12,18,11.5
12,19,12.4
12,20,39525
12,21,70921
12,22,NULL
12,23,80.9
12,24,74.7
12,25,53.4
12,26,7.3000001907
12,27,8
12,28,0.2
12,29,0.8
12,30,100
12,31,0.4
12,32,5.3000001907
12,33,1.1
12,34,43.2
12,35,16.4
12,36,20.6
12,37,1
12,38,1.2
12,39,NULL
12,40,NULL
12,41,NULL
12,42,NULL
12,43,NULL
12,44,NULL
12,45,32
12,46,64
12,47,NULL
12,48,2.5
12,49,NULL
12,50,25.8
12,51,NULL
12,52,NULL
12,53,58.3
12,54,60.3
12,55,NULL
12,56,79.9
12,57,3.3
12,58,9.5
12,59,6.6
12,60,6.9
12,61,NULL
12,62,NULL
12,63,70
12,64,72.9
12,65,84.9
12,66,16.8999996185
12,67,NULL
12,68,NULL
12,69,NULL
12,70,NULL
12,71,2.8
12,72,0.959
12,73,NULL
12,74,NULL
12,75,NULL
12,76,NULL
12,77,NULL
12,78,NULL
12,79,NULL
13,1,13
13,2,0.915
13,3,82
13,4,12.5
13,5,32870
13,6,20
13,7,0
13,8,0.61
13,9,0.36
13,10,0.32
13,11,0.45
13,12,0.963
13,13,2
13,14,0.896
13,15,0.93
13,16,83.7
13,17,80.3
13,18,12.6
13,19,12.5
13,20,24413
13,21,41718
13,22,31.4
13,23,98.8
13,24,98.7
13,25,62.4
13,26,4.5
13,27,5.0999999046
13,28,1.4
13,29,0.7
13,30,86.3
13,31,0.3
13,32,2.9000000954
13,33,0.7
13,34,38
13,35,31.1
13,36,22.9
13,37,1.9
13,38,2.1
13,39,NULL
13,40,7
13,41,7
13,42,NULL
13,43,4.7
13,44,5.7
13,45,52
13,46,81
13,47,NULL
13,48,0.1
13,49,NULL
13,50,24.5
13,51,27.4
13,52,9.1
13,53,63.6
13,54,67.6
13,55,6.4
13,56,73
13,57,5.9
13,58,14.4
13,59,11.9
13,60,NULL
13,61,NULL
13,62,NULL
13,63,112
13,64,98
13,65,88.2
13,66,13
13,67,NULL
13,68,NULL
13,69,NULL
13,70,NULL
13,71,4.6
13,72,0.91
13,73,NULL
13,74,NULL
13,75,NULL
13,76,NULL
13,77,NULL
13,78,NULL
13,79,NULL
14,1,14
14,2,0.913
14,3,82.3
14,4,12.3
14,5,46251
14,6,2
14,7,-1
14,8,0.73
14,9,0.28
14,10,0.25
14,11,0.45
14,12,0.997
14,13,1
14,14,0.909
14,15,0.911
14,16,84
14,17,80.6
14,18,12.4
14,19,12.2
14,20,40328
14,21,52181
14,22,43.6
14,23,87.8
14,24,88.3
14,25,60.9
14,26,9.8000001907
14,27,10.8000001907
14,28,0.4
14,29,0.8
14,30,85.8
14,31,0.6
14,32,6.0999999046
14,33,1.9
14,34,41
14,35,27.5
14,36,31.8
14,37,1.7
14,38,1.9
14,39,NULL
14,40,1
14,41,3
14,42,NULL
14,43,2.4
14,44,3
14,45,43
14,46,66
14,47,NULL
14,48,0.3
14,49,NULL
14,50,24.3
14,51,39.3
14,52,10
14,53,59.8
14,54,64.5
14,55,1.7
14,56,79
14,57,7.4
14,58,20.8
14,59,7.2
14,60,6.7
14,61,NULL
14,62,NULL
14,63,NULL
14,64,100
14,65,90.6
14,66,11.3000001907
14,67,0.851
14,68,6.7
14,69,3
14,70,6.6
14,71,3.3
14,72,0.928
14,73,3.4
14,74,0.826
14,75,13.1
14,76,0.806
14,77,4.2
14,78,0.9
14,79,27.3
15,1,15
15,2,0.912
15,3,80.2
15,4,12.4
15,5,75065
15,6,-11
15,7,-5
15,8,NULL
15,9,0.48
15,10,0.16
15,11,NULL
15,12,NULL
15,13,NULL
15,14,NULL
15,15,NULL
15,16,NULL
15,17,NULL
15,18,NULL
15,19,NULL
15,20,NULL
15,21,NULL
15,22,20
15,23,NULL
15,24,NULL
15,25,NULL
15,26,0
15,27,0
15,28,0.9
15,29,0.7
15,30,14.3
15,31,NULL
15,32,NULL
15,33,NULL
15,34,NULL
15,35,NULL
15,36,NULL
15,37,NULL
15,38,NULL
15,39,NULL
15,40,NULL
15,41,NULL
15,42,NULL
15,43,NULL
15,44,NULL
15,45,NULL
15,46,NULL
15,47,NULL
15,48,NULL
15,49,NULL
15,50,NULL
15,51,NULL
15,52,NULL
15,53,NULL
15,54,NULL
15,55,NULL
15,56,NULL
15,57,NULL
15,58,NULL
15,59,NULL
15,60,NULL
15,61,NULL
15,62,NULL
15,63,NULL
15,64,NULL
15,65,96.6
15,66,10.6999998093
15,67,NULL
15,68,NULL
15,69,NULL
15,70,NULL
15,71,NULL
15,72,NULL
15,73,NULL
15,74,NULL
15,75,NULL
15,76,NULL
15,77,NULL
15,78,NULL
15,79,NULL
16,1,16
16,2,0.909
16,3,80.8
16,4,13.3
16,5,37931
16,6,10
16,7,-4
16,8,1.13
16,9,0.41
16,10,0.16
16,11,0.64
16,12,0.964
16,13,2
16,14,0.89
16,15,0.924
16,16,82.7
16,17,78.9
16,18,13.2
16,19,13.4
16,20,26324
16,21,49872
16,22,26.7
16,23,81.3
16,24,84.6
16,25,56.9
16,26,64.6999969482
16,27,70.0999984741
16,28,0.5
16,29,0.6
16,30,82.6
16,31,4.1
16,32,41.7000007629
16,33,11.5
16,34,40
16,35,27.6
16,36,27.6
16,37,1.7
16,38,1.9
16,39,NULL
16,40,2
16,41,7
16,42,NULL
16,43,3.5
16,44,4.2
16,45,54
16,46,85
16,47,NULL
16,48,0.5
16,49,NULL
16,50,23.5
16,51,28.1
16,52,7.6
16,53,59.3
16,54,62.7
16,55,1.1
16,56,79.1
16,57,5.5
16,58,15.1
16,59,11.9
16,60,12.7
16,61,NULL
16,62,NULL
16,63,14
16,64,99.5
16,65,92
16,66,1.7000000477
16,67,0.836
16,68,8
16,69,-1
16,70,7.8
16,71,4.5
16,72,0.894
16,73,2.8
16,74,0.871
16,75,16.2
16,76,0.752
16,77,5.3
16,78,1.3
16,79,32.6
17,1,17
17,2,0.903
17,3,83.7
17,4,12.5
17,5,37268
17,6,10
17,7,1
17,8,0.51
17,9,0.32
17,10,0.44
17,11,0.42
17,12,0.97
17,13,2
17,14,0.887
17,15,0.914
17,16,86.9
17,17,80.4
17,18,12.6
17,19,12.4
17,20,25385
17,21,49818
17,22,11.6
17,23,93
17,24,90.6
17,25,49.1
17,26,126.5999984741
17,27,120.0999984741
17,28,0.2
17,29,-0.1
17,30,93.5
17,31,5.3
17,32,77
17,33,33.3
17,34,46.5
17,35,21.1
17,36,43.3
17,37,1.3
17,38,1.4
17,39,NULL
17,40,1
17,41,2
17,42,7.1
17,43,2
17,44,2.7
17,45,NULL
17,46,NULL
17,47,NULL
17,48,1.8
17,49,NULL
17,50,25.8
17,51,23
17,52,8.6
17,53,57.3
17,54,59.3
17,55,3.7
17,56,69.1
17,57,3.3
17,58,5.3
17,59,3.9
17,60,NULL
17,61,NULL
17,62,NULL
17,63,98
17,64,80.3
17,65,93.3
17,66,29.2000007629
17,67,0.791
17,68,12.4
17,69,-8
17,70,12.2
17,71,3.2
17,72,0.948
17,73,19.8
17,74,0.675
17,75,13.5
17,76,0.774
17,77,5.4
17,78,1.2
17,79,32.1
18,1,18
18,2,0.901
18,3,82.1
18,4,12.2
18,5,34541
18,6,12
18,7,0
18,8,1.15
18,9,0.76
18,10,0.37
18,11,0.84
18,12,0.929
18,13,3
18,14,0.863
18,15,0.929
18,16,85.2
18,17,78.8
18,18,11.5
18,19,12.9
18,20,21308
18,21,47934
18,22,16.3
18,23,88.8
18,24,94.6
18,25,50
18,26,50.2999992371
18,27,52.5
18,28,0.6
18,29,0.5
18,30,82.5
18,31,2.3
18,32,36.7000007629
18,33,6.6
18,34,40.6
18,35,19.2
18,36,18
18,37,1.2
18,38,1.3
18,39,NULL
18,40,1
18,41,1
18,42,2.5
18,43,2.9
18,44,3.4
18,45,37
18,46,90
18,47,0
18,48,3.8
18,49,NULL
18,50,24.3
18,51,21.4
18,52,4
18,53,58.6
18,54,60.8
18,55,6.1
18,56,69.5
18,57,3.7
18,58,10.4
18,59,18.8
18,60,NULL
18,61,NULL
18,62,NULL
18,63,90
18,64,77.6
18,65,89.9
18,66,13.1000003815
18,67,0.753
18,68,16.4
18,69,-19
18,70,15.9
18,71,3.7
18,72,0.92
18,73,25.5
18,74,0.645
18,75,18.4
18,76,0.72
18,77,NULL
18,78,NULL
18,79,NULL
19,1,19
19,2,0.899
19,3,82.6
19,4,12.8
19,5,31215
19,6,16
19,7,2
19,8,0.81
19,9,0.38
19,10,0.35
19,11,0.54
19,12,0.973
19,13,2
19,14,0.884
19,15,0.909
19,16,84.2
19,17,80.8
19,18,12.8
19,19,12.7
19,20,23323
19,21,39239
19,22,26.7
19,23,87.3
19,24,90.3
19,25,58.9
19,26,8.1000003815
19,27,10
19,28,1.9
19,29,1.7
19,30,92.1
19,31,0.8
19,32,4.9000000954
19,33,0.9
19,34,30.3
19,35,45.7
19,36,18.4
19,37,2.9
19,38,3.1
19,39,NULL
19,40,5
19,41,4
19,42,NULL
19,43,3.2
19,44,4
19,45,NULL
19,46,NULL
19,47,NULL
19,48,0.2
19,49,NULL
19,50,24.6
19,51,33.4
19,52,4.8
19,53,60.8
19,54,64
19,55,1.1
19,56,79.7
19,57,5
19,58,8.1
19,59,15.7
19,60,NULL
19,61,NULL
19,62,NULL
19,63,98
19,64,73.6
19,65,78.9
19,66,8.6999998093
19,67,0.778
19,68,13.5
19,69,-11
19,70,12.9
19,71,3.9
19,72,0.925
19,73,8.4
19,74,0.796
19,75,26.4
19,76,0.639
19,77,10.3
19,78,2.2
19,79,42.8
20,1,20
20,2,0.898
20,3,81.9
20,4,12
20,5,62471
20,6,-12
20,7,-4
20,8,0.88
20,9,0.46
20,10,0.11
20,11,0.56
20,12,0.966
20,13,2
20,14,0.881
20,15,0.911
20,16,84.1
20,17,79.6
20,18,11.6
20,19,12.3
20,20,47539
20,21,77291
20,22,28.3
20,23,100.6
20,24,99.4
20,25,52.2
20,26,0.6000000238
20,27,0.6999999881
20,28,1
20,29,2.2
20,30,90.2
20,31,0
20,32,0.400000006
20,33,0.1
20,34,39.2
20,35,23.6
20,36,20.1
20,37,1.7
20,38,1.6
20,39,NULL
20,40,1
20,41,1
20,42,NULL
20,43,1.5
20,44,1.9
20,45,NULL
20,46,NULL
20,47,NULL
20,48,0.2
20,49,NULL
20,50,23.9
20,51,29
20,52,5.8
20,53,55.7
20,54,59.1
20,55,1.3
20,56,85.7
20,57,5.9
20,58,18.6
20,59,6.3
20,60,6.3
20,61,NULL
20,62,NULL
20,63,112
20,64,90
20,65,97.3
20,66,3.7999999523
20,67,0.827
20,68,8
20,69,1
20,70,7.8
20,71,2.6
20,72,0.927
20,73,5.8
20,74,0.738
20,75,15.1
20,76,0.826
20,77,5.9
20,78,1.4
20,79,34.8
21,1,21
21,2,0.897
21,3,82.4
21,4,11.6
21,5,38085
21,6,4
21,7,1
21,8,0.86
21,9,0.39
21,10,0.34
21,11,0.57
21,12,0.988
21,13,1
21,14,0.892
21,15,0.902
21,16,85.2
21,17,79.4
21,18,11.5
21,19,11.8
21,20,31742
21,21,44776
21,22,25.7
21,23,79.7
21,24,85.5
21,25,50.7
21,26,64.4000015259
21,27,68
21,28,0.6
21,29,0.5
21,30,79.5
21,31,3.9
21,32,40.2000007629
21,33,12.3
21,34,41.2
21,35,29.6
21,36,30.6
21,37,1.9
21,38,2
21,39,NULL
21,40,1
21,41,10
21,42,NULL
21,43,3.5
21,44,4.3
21,45,51
21,46,105
21,47,NULL
21,48,0.6
21,49,NULL
21,50,25.2
21,51,31.9
21,52,9
21,53,49.4
21,54,55.2
21,55,2.8
21,56,75.8
21,57,10.6
21,58,24.7
21,59,10.7
21,60,7.2
21,61,NULL
21,62,NULL
21,63,112
21,64,100
21,65,84.7
21,66,12.3000001907
21,67,0.813
21,68,9.4
21,69,-1
21,70,9.3
21,71,4
21,72,0.921
21,73,7.5
21,74,0.776
21,75,16.3
21,76,0.752
21,77,5.3
21,78,1.3
21,79,33.1
22,1,22
22,2,0.896
22,3,81
22,4,11.4
22,5,41243
22,6,1
22,7,-4
22,8,0.81
22,9,0.12
22,10,0.27
22,11,0.42
22,12,0.978
22,13,1
22,14,0.881
22,15,0.901
22,16,83.4
22,17,78.5
22,18,11.2
22,19,11.6
22,20,32416
22,21,50358
22,22,42.4
22,23,80.1
22,24,84.7
22,25,48.2
22,26,11.3000001907
22,27,12
22,28,0.6
22,29,0.7
22,30,97.9
22,31,0.7
22,32,7.3000001907
22,33,2.1
22,34,41.5
22,35,26.1
22,36,28.1
22,37,1.7
22,38,1.8
22,39,NULL
22,40,1
22,41,4
22,42,NULL
22,43,3.3
22,44,4.1
22,45,NULL
22,46,NULL
22,47,NULL
22,48,0.3
22,49,NULL
22,50,23.7
22,51,48.9
22,52,8.2
22,53,48.9
22,54,53.6
22,55,1.1
22,56,77.4
22,57,8.7
22,58,21.8
22,59,12.1
22,60,10.5
22,61,NULL
22,62,NULL
22,63,105
22,64,84.6
22,65,85.1
22,66,4.0999999046
22,67,0.821
22,68,8.3
22,69,2
22,70,8.3
22,71,4
22,72,0.901
22,73,8.1
22,74,0.773
22,75,12.7
22,76,0.794
22,77,4.2
22,78,1
22,79,27.6
23,1,23
23,2,0.895
23,3,81
23,4,11.2
23,5,38868
23,6,1
23,7,1
23,8,0.9
23,9,0.25
23,10,0.37
23,11,0.53
23,12,1
23,13,1
23,14,0.895
23,15,0.895
23,16,83.8
23,17,78.2
23,18,11.5
23,19,11.1
23,20,32069
23,21,45882
23,22,41.5
23,23,100
23,24,100
23,25,55
23,26,5.5
23,27,5.6999998093
23,28,0.3
23,29,0.5
23,30,84.2
23,31,0.3
23,32,3.5
23,33,1.1
23,34,42.5
23,35,25.9
23,36,32.4
23,37,1.8
23,38,1.7
23,39,NULL
23,40,1
23,41,3
23,42,NULL
23,43,1.9
23,44,2.3
23,45,NULL
23,46,NULL
23,47,NULL
23,48,0.2
23,49,NULL
23,50,23.7
23,51,29.1
23,52,7.3
23,53,52.9
23,54,58.5
23,55,3.9
23,56,73.7
23,57,9.6
23,58,23.3
23,59,10.2
23,60,9.8
23,61,NULL
23,62,NULL
23,63,147
23,64,100
23,65,92.7
23,66,-13.3000001907
23,67,0.843
23,68,5.8
23,69,9
